Latitude,Longitude,city,country,Temperature,Humidity,Cloudiness,Wind Speed
-12.26198529684136,3.8839903368642865,namibe,ao,296.791,100,0,8.61
11.426065306818828,-136.22730010642698,hilo,us,300.241,100,36,10.66
47.6324640020477,-49.679658845652824,torbay,ca,277.941,85,92,14.81
-48.0521006344238,-75.46336031229532,coihaique,cl,280.141,100,68,8.31
-66.02152421718363,95.64725537747671,busselton,au,264.291,100,80,8.16
-48.88179124303548,-30.78792126317967,cidreira,br,279.741,97,88,20.16
22.695329187746665,-78.01501092900672,moron,cu,298.15,94,75,0.5
-78.05504595727162,84.24472334830142,busselton,au,213.541,0,0,9.06
-0.534429551747877,-143.74837745613337,atuona,pf,300.141,99,24,6.46
8.43793536808576,6.14265840337049,bida,ng,296.741,93,20,3.86
78.70150042855903,-154.86986907962984,barrow,us,270.391,96,20,3.61
88.09916448205979,-105.89801770727136,yellowknife,ca,269.241,100,80,6.06
10.08280639848573,34.78073500511985,asosa,et,287.891,93,32,1.41
50.20451546968067,-23.825296558498565,lagoa,pt,283.241,100,64,6.51
-9.21844167343339,-140.8225509164405,atuona,pf,300.191,100,0,7.36
13.213272207375937,-58.85523129019771,bathsheba,bb,299.15,78,40,8.2
11.457051126980403,147.4328074685102,lorengau,pg,301.441,100,76,7.16
-7.31216148549052,-77.000632748497,huicungo,pe,296.041,91,48,0.71
20.83627167516677,-12.474679666153634,atar,mr,295.741,40,0,1.96
68.89611837401972,162.3946272526219,cherskiy,ru,280.241,71,76,1.61
56.766966386144475,26.186888476276835,madona,lv,289.791,53,0,3.36
55.5675310320492,120.97817334496051,khani,ru,291.941,38,0,1.51
46.35762885068962,-127.72523497132002,ucluelet,ca,284.241,100,92,8.61
82.87731289568592,-80.5007619986365,qaanaaq,gl,263.341,94,44,1.36
-2.1113744656263833,-7.3431676587997,harper,lr,298.991,100,36,6.91
-89.57099378816775,47.833800872447284,port alfred,za,228.041,0,12,6.31
-40.448213016162725,-65.27480256924015,viedma,ar,277.741,88,0,4.56
52.18636415980515,42.365358979256996,inzhavino,ru,285.191,53,0,5.41
42.49380426488213,83.51347129352831,kuche,cn,279.441,64,0,0.96
21.803264478236727,15.908958966884796,bilma,ne,293.291,24,0,3.41
-12.813611136491375,158.7096560758693,honiara,sb,300.791,100,8,4.46
-24.191515932838954,-127.13482250488751,rikitea,pf,296.691,100,88,5.26
42.9844283701278,16.902120496525498,korcula,hr,293.741,97,44,2.26
-45.03913321782045,105.86343725846746,busselton,au,282.141,100,56,20.31
-58.29323852951205,-173.82986548543994,vaini,to,278.191,95,92,7.26
-28.42451489585605,-4.807866901211327,jamestown,sh,292.341,100,88,6.36
77.7764977548913,70.56568417534518,dikson,ru,270.891,100,80,7.36
-80.91780923392648,-125.80685123453398,rikitea,pf,241.641,31,12,11.91
-37.81304517271435,-57.20980193268275,mar del plata,ar,288.15,100,90,5.1
-6.4530293127482565,139.373589193197,kiunga,pg,304.141,57,68,1.66
-69.28402137644491,3.7498690852083882,hermanus,za,258.791,100,8,9.46
3.0302665744748367,19.674826998208374,gemena,cd,294.641,97,0,0.91
52.42839505842855,178.93301640235654,beringovskiy,ru,278.441,95,20,6.96
-87.1839581737439,-162.72201576113434,mataura,pf,234.141,0,0,13.46
-38.602465271153655,-178.5840512787992,vaini,to,288.291,100,88,9.51
-89.16067058687587,-18.524782592960378,ushuaia,ar,227.891,0,12,5.11
-8.767211122926128,-140.2625417718883,atuona,pf,299.941,100,20,6.96
6.964868676326915,161.6734765332908,butaritari,ki,299.941,100,68,5.61
-22.91606259209763,154.1950683531408,bundaberg,au,295.541,100,0,6.06
27.976963096276677,-96.18541231790273,port lavaca,us,301.15,78,40,3.1
-35.03899038560911,166.23886106648064,ahipara,nz,288.641,100,56,6.06
-64.31195497157371,77.91258031563541,souillac,mu,265.291,95,76,9.66
2.823828227056026,-122.69458262730396,atuona,pf,300.191,100,80,4.26
-52.263706602628105,-91.42059488937264,castro,cl,278.741,100,76,10.56
-1.6760127967285996,171.18078807885547,tabiauea,ki,302.541,99,92,5.16
-18.304355667377223,-82.29525774300198,pisco,pe,292.441,100,64,8.56
26.54008418496882,8.159239058648836,gat,ly,304.15,23,40,4.1
13.43087442035845,16.379945642947007,moussoro,td,299.441,66,0,2.56
-6.179998932266315,-26.221003021738625,cabedelo,br,300.741,100,68,8.41
75.51335542626586,56.17190071443355,belushya guba,ru,270.991,100,80,6.26
-45.99974440459447,-154.001085792256,mataura,pf,284.241,100,8,3.81
47.23060741179529,110.94685496176356,ondorhaan,mn,297.041,37,0,4.56
-72.82772836319343,129.52571965198695,new norfolk,au,221.791,0,32,3.16
31.327956877963032,75.50931395381326,jalandhar,in,310.141,23,32,4.51
-56.92077031901891,-132.59911724018275,rikitea,pf,277.891,92,92,4.26
-50.86242312567879,-164.21825194678416,avarua,ck,281.241,100,56,14.61
-64.61123406389872,-134.09333556750343,rikitea,pf,269.391,100,12,13.11
18.365917241215215,-13.405102300453905,bababe,mr,301.241,49,0,4.01
52.61927988512849,80.43483037315224,rodino,ru,292.391,54,48,6.76
28.284328994736,-153.66997886696623,kahului,us,294.641,99,76,8.81
-39.40554613517796,-38.545220452994926,cidreira,br,290.591,92,92,11.86
-5.051353827214342,-51.51238255366587,sao felix do xingu,br,297.141,90,12,1.11
-88.09714452420978,-128.5539464139854,rikitea,pf,225.841,0,8,7.41
77.75708884748406,-160.92947001469034,barrow,us,270.991,100,56,4.71
61.59712357276925,-93.53361105976387,thompson,ca,274.15,90,90,11.3
20.3640833470469,90.37862072802704,lalmohan,bd,302.841,100,20,4.66
66.73462169812404,-48.73766385469759,qasigiannguit,gl,270.291,76,80,9.86
-60.99101451844963,1.2486954923200244,cape town,za,272.391,95,92,2.06
-8.124570806925135,-38.253155671742576,serra talhada,br,293.241,90,48,2.31
-66.16955132140362,106.53179305881036,albany,au,266.991,96,80,11.86
27.523570949842025,115.60239301549223,xinyu,cn,296.891,100,92,1.36
58.80706350398063,49.04670695225829,yurya,ru,287.091,73,88,6.91
-18.40152190241207,-18.573871881248806,georgetown,sh,296.841,100,92,10.36
62.64904678201984,137.78965973072627,dzhebariki-khaya,ru,276.491,69,88,1.81
42.073493851635305,-111.54139872387914,preston,us,294.15,49,1,0.91
38.58489362596225,30.744150267364603,suhut,tr,285.041,98,92,1.21
-61.79100948848932,125.45212369080008,albany,au,273.091,98,92,12.81
11.035462602342108,-8.942677657160658,siguiri,gn,293.991,98,68,2.51
-81.11273188089221,136.0355511840915,hobart,au,223.241,0,0,9.06
-41.34058478385361,65.38734455844303,saint-philippe,re,285.291,100,80,7.91
78.57474651045564,-90.95703183717693,qaanaaq,gl,261.191,82,8,0.86
80.95055527531937,-121.41767002851941,tuktoyaktuk,ca,266.541,89,0,5.56
71.65438276114645,-54.36941232574621,upernavik,gl,273.291,88,88,0.51
-11.185670696058779,156.64198406565487,gizo,sb,301.141,100,20,4.21
48.768157092651506,63.67230792917471,dzhusaly,kz,283.141,45,0,6.76
67.61261770849711,71.94269191030978,yar-sale,ru,272.991,100,88,5.66
-48.429976313539214,-35.06584701456654,chuy,uy,279.391,100,24,16.56
33.910475576671615,-3.6735057455624656,tawnat,ma,284.141,79,0,1.56
82.96585082531547,89.45496033058305,dikson,ru,270.941,100,76,5.61
-87.6299518838387,146.09213443758273,hobart,au,224.241,0,12,8.11
-35.65888847434454,158.66810890787116,port macquarie,au,290.741,100,44,6.46
35.572779586818726,-80.5611404884717,kannapolis,us,295.55,94,90,3.21
77.28065903781587,35.94287602615478,tumannyy,ru,271.891,100,8,6.96
74.58697021820748,-68.68728483789042,narsaq,gl,271.991,93,80,6.31
32.506441026520065,-166.6298695174832,kapaa,us,292.441,97,32,7.66
-49.039820160825855,-68.62881575529967,rio gallegos,ar,271.741,82,0,4.91
-16.053666257669022,111.21663578512897,karratha,au,300.641,98,48,6.31
68.20022522876877,-50.25871547638974,qasigiannguit,gl,273.341,85,68,2.86
55.16683873666122,-96.74130096053797,thompson,ca,294.291,45,0,5.21
-48.317954164952496,62.33823313022049,saint-philippe,re,278.991,88,92,18.86
-77.15491156160945,-159.9342679597081,mataura,pf,242.191,100,0,8.31
17.013014554596467,-52.104776930538634,bathsheba,bb,298.291,100,88,7.86
36.56154323016112,34.50319862177068,erdemli,tr,296.741,100,36,2.56
43.41458147892652,15.457438304489159,biograd na moru,hr,295.15,68,92,0.5
39.27041557641479,-105.94101788174815,golden,us,281.64,30,1,3.6
71.31618369428449,148.6582789734427,chokurdakh,ru,271.391,100,24,4.51
-28.441954900656782,69.05114570061505,bambous virieux,mu,294.741,100,12,4.46
30.569914285145316,40.24294586819289,sakakah,sa,291.891,62,0,3.41
-15.132943006328972,-173.9094488872901,hihifo,to,300.741,100,92,2.71
28.838246831354994,65.68070982255165,kharan,pk,296.641,14,0,2.01
85.75277019279886,-107.00581180373405,yellowknife,ca,264.641,87,0,3.11
21.56116641196803,-168.75891907666715,kapaa,us,296.041,100,64,6.16
6.470853796568562,-34.608076583963,itarema,br,298.891,100,68,6.36
-47.057599323483565,-122.3257370748241,rikitea,pf,283.541,96,92,11.26
-24.48417086739113,141.88877412566245,mount isa,au,293.791,60,0,7.41
-18.830231138303773,-89.64209955243035,hualmay,pe,293.591,100,8,7.46
32.2704594728236,125.35417280752125,fukue,jp,290.641,98,92,1.66
-78.99601463246104,-67.2319760679406,ushuaia,ar,238.291,51,48,4.36
33.281829049312464,33.015620183877246,lemesos,cy,296.441,100,0,4.46
-68.04882998936706,44.25642738451515,port alfred,za,255.091,96,0,8.36
-55.14219532737775,-105.57676546708583,castro,cl,278.341,95,68,9.71
66.07522246497643,-77.47800519775633,iqaluit,ca,265.691,79,64,3.56
29.58412577171086,-41.20238624403942,ribeira grande,pt,295.791,100,0,1.96
32.91417047507056,-2.75497248379412,nador,ma,280.591,83,0,1.51
8.793722816728376,-25.415386296535473,sao filipe,cv,296.741,100,12,4.31
70.38816713351969,-39.96859601317243,tasiilaq,gl,257.241,65,68,5.91
42.98835136212364,-172.81486889749922,bethel,us,282.141,100,100,3.11
-11.243617121479446,-128.36657038717829,atuona,pf,298.441,100,0,5.86
-51.67763098620532,-75.69410390254869,punta arenas,cl,279.691,100,68,8.86
-25.581356714683594,78.94409004860029,grand river south east,mu,295.291,100,88,4.26
9.653866754498367,58.92151362220156,bargal,so,301.491,98,44,8.26
-70.32420865790199,66.2014169408775,taolanaro,mg,241.141,32,0,12.76
-49.24339773337552,-51.341948851793404,mar del plata,ar,281.091,100,20,7.26
38.5871460723761,106.3129062098671,yinchuan,cn,296.791,25,0,3.01
57.836955999327586,-118.8127846854803,high level,ca,285.441,39,56,1.41
-80.8061348454033,8.757608032942244,hermanus,za,236.391,44,44,4.46
-68.05517595100646,-38.19058486610166,ushuaia,ar,266.541,91,88,17.71
-84.65799985162315,-4.37356531544566,hermanus,za,232.891,0,24,5.16
70.10489425404506,110.06645117122764,aykhal,ru,278.041,84,20,2.86
-43.690423911061224,30.29612351559959,port alfred,za,284.141,96,20,8.16
82.57185866980831,-122.03021157528033,tuktoyaktuk,ca,265.891,100,64,4.21
-46.71629012206088,47.13372541574674,tsihombe,mg,278.541,93,36,7.81
-69.41813647839868,-142.36790211771327,mataura,pf,255.591,93,68,9.31
38.63505385734709,-146.59651402003368,kodiak,us,288.291,100,88,2.06
-18.543362942423045,93.3438784180425,bengkulu,id,297.641,100,76,8.31
54.830498200339036,-13.588421723903252,westport,ie,284.941,100,80,5.26
-63.52779731796015,142.35173671086773,hobart,au,272.291,94,0,2.71
-86.54237158168633,137.30809543478335,hobart,au,226.141,0,8,8.86
-47.274484362231355,85.84735183889501,busselton,au,277.791,100,36,11.71
44.18317377597836,-17.466291907230982,muros,es,288.241,96,100,4.26
43.325358251678836,-74.17284794211403,gloversville,us,290.15,67,75,3.1
29.697755774493572,-117.3711810158058,san quintin,mx,290.741,100,92,5.11
-29.5089785855508,-46.37305196953497,laguna,br,295.741,96,0,8.31
-33.62662404149039,83.87279182681192,bambous virieux,mu,288.691,100,64,7.36
56.79521209900864,-119.1081292295516,fairview,ca,285.141,34,68,1.51
-20.99804523464259,101.48348395352576,carnarvon,au,297.241,99,0,2.46
53.10947517310859,115.38397822311799,verkh-usugli,ru,295.741,62,0,1.61
-54.37549623214668,-132.06165797886572,rikitea,pf,279.491,84,92,6.76
20.89436842764053,-20.497679045355426,nouadhibou,mr,293.291,100,0,9.66
-83.99051779503966,-54.64236217320297,ushuaia,ar,245.291,44,36,6.61
12.92170106675647,-156.95161110458238,hilo,us,300.041,99,76,10.36
42.730391937103434,81.6589987213431,yining,cn,275.541,59,8,1.06
27.188780982161177,168.6506075787825,butaritari,ki,298.391,100,76,4.26
-44.402274096573194,-92.37599076141133,castro,cl,282.391,100,92,4.26
-62.50498534480592,-151.2367264325426,mataura,pf,270.641,100,44,9.61
-32.02963425881718,23.352310967847046,graaff-reinet,za,269.341,68,0,1.56
10.588792098888405,167.88893077662675,butaritari,ki,300.491,100,80,8.56
-30.005045268724515,-51.83715655294145,sao jeronimo,br,287.64,93,0,1
-85.44389402823845,-144.83078679562237,mataura,pf,242.441,0,20,5.71
-46.92081334867548,134.8208880474566,mount gambier,au,282.291,100,48,13.91
57.15243354625642,-22.729638167141758,grindavik,is,281.791,100,92,4.01
43.324743268153156,-47.94121288867794,torbay,ca,283.391,70,92,14.81
-4.638698282565542,91.82469353453718,padang,id,302.541,99,12,3.41
74.21460233456094,76.9404557116614,dikson,ru,272.191,100,76,1.56
-20.92418902714111,-61.684646412856864,mayor pablo lagerenza,py,300.391,50,0,7.36
24.74836718492972,109.25876293399455,liuzhou,cn,301.141,93,56,2.56
31.750353093228142,-16.296168237622084,canico,pt,291.141,100,92,6.71
-46.28315478466582,-87.14388107268044,castro,cl,280.491,100,88,5.41
-12.758987011659272,-107.45826615158963,puerto ayora,ec,296.941,100,0,7.01
12.043102620023532,68.88678835332482,kavaratti,in,302.291,100,32,9.06
-54.20329924918539,-55.06183335334529,ushuaia,ar,278.091,100,92,5.56
33.313363926209504,-121.43154187701163,lompoc,us,288.391,100,24,9.01
-23.241338558217365,-89.17850807373226,pisco,pe,293.791,100,80,0.71
-29.998754838670948,17.84023328859368,springbok,za,273.291,80,24,1.16
82.84805864416518,64.26713733764842,amderma,ru,270.441,100,88,9.61
-43.60258206315069,-137.22102160982146,rikitea,pf,285.891,93,92,5.21
19.43470198111538,-56.899369300406676,codrington,ag,298.241,100,92,7.41
-62.86795118603364,56.78011559577763,taolanaro,mg,261.341,100,56,16.01
31.471754381245148,-39.7614827044674,ribeira grande,pt,295.941,100,92,3.66
10.57141979717781,61.25035646069327,salalah,om,301.891,99,20,7.36
-71.05048087859524,10.74580231603261,hermanus,za,256.241,56,0,6.31
-83.18606406913764,87.00201172361716,busselton,au,222.141,0,24,6.01
39.7696074839981,-85.96646622161003,lawrence,us,300.18,65,1,4.1
-60.45006599662682,-13.685458179811405,cape town,za,270.691,100,44,11.56
86.76300725074267,-44.519717294998486,upernavik,gl,269.341,96,44,2.31
-52.575065130944246,-116.72312724560547,rikitea,pf,279.291,91,92,9.51
-11.270929364732368,-73.89118913927123,mazamari,pe,294.241,93,92,0.76
-76.11975669715488,-53.98289772997276,ushuaia,ar,255.491,73,76,11.21
-83.7960311199799,-104.9015352008236,punta arenas,cl,239.141,36,36,14.01
-60.42860079252472,103.62979969386862,albany,au,272.091,100,8,7.01
9.386243644527696,-92.07650947419077,san jose,gt,299.691,100,76,4.06
80.89092790859831,-128.00593628331023,tuktoyaktuk,ca,267.291,92,32,1.86
67.0145183397984,81.2511334077738,krasnoselkup,ru,273.791,98,80,3.86
30.26063320280477,68.68488421766003,loralai,pk,303.341,13,0,1.36
33.88273641060945,62.416162599362565,herat,af,296.15,31,0,7.7
-2.696107795330292,165.38105143560296,auki,sb,302.191,100,80,4.26
-47.77736540341767,21.000742256881836,bredasdorp,za,279.241,92,88,10.16
59.48845758211405,175.6585529133332,beringovskiy,ru,277.141,95,88,6.51
72.98735698521622,104.84042670137399,khatanga,ru,274.391,97,0,4.56
-73.04759118537561,166.25724858341096,bluff,nz,232.391,0,12,0.21
-69.35545758173774,66.29933227956656,taolanaro,mg,241.241,32,0,11.01
-80.54447910072254,32.976985355170996,port elizabeth,za,228.591,0,24,6.01
81.64879488348316,175.9445417317679,leningradskiy,ru,270.291,100,48,4.91
77.545671019006,-100.36081493499285,yellowknife,ca,266.391,80,0,5.21
78.17512001470962,31.739470129702113,berlevag,no,271.441,100,0,3.21
-73.26063282837687,-167.91485937106202,vaini,to,247.091,88,20,7.16
-12.458472974716699,45.9686408647799,dzaoudzi,yt,300.291,100,56,1.66
-15.805359159101187,-75.32604522492791,marcona,pe,290.591,96,88,9.31
88.02905545234094,-94.52643434842695,qaanaaq,gl,270.741,100,76,4.31
-81.96392677894494,82.22849362152994,busselton,au,219.941,0,12,5.41
-72.3612705702166,-99.0831195894935,punta arenas,cl,240.441,0,0,2.56
-15.510703939143426,-10.024124961468402,jamestown,sh,296.341,100,64,10.31
-12.409785543086855,153.95179984470644,samarai,pg,299.591,100,44,9.91
68.91750602256516,177.3785310539394,leningradskiy,ru,276.141,99,32,1.51
86.8316354418391,147.65676488432769,chokurdakh,ru,268.191,100,68,5.41
-85.90607218276253,-43.09796406760171,ushuaia,ar,241.041,31,20,7.51
16.97936032671113,20.182790054939005,faya,td,295.391,19,0,4.21
-74.14458787199456,-105.79661943477169,punta arenas,cl,251.341,59,0,13.46
23.473045111409533,-18.831577683000887,nouadhibou,mr,293.291,99,0,10.41
-13.950560946808281,-82.27780519647642,hualmay,pe,293.291,100,92,8.41
75.67755075836936,120.16427635947878,saskylakh,ru,272.391,99,88,0.71
58.41522455302558,126.86388771325812,tommot,ru,283.391,56,0,2.96
-72.0100852034834,175.64301330573682,kaitangata,nz,250.541,81,36,4.51
67.98828497810115,-97.0191979518788,thompson,ca,268.541,89,76,1.66
34.210464099196855,30.69176058022751,pafos,cy,296.391,99,0,2.56
59.936350060520084,-120.09336823877786,fort nelson,ca,285.641,59,24,1.81
20.55439913646954,-23.610028918000182,ponta do sol,cv,293.891,100,48,8.41
88.84220231033342,-31.16832447961366,illoqqortoormiut,gl,271.741,99,92,6.06
-49.04331108947627,-136.75157930314214,rikitea,pf,283.491,92,92,7.91
-71.8324646483382,-149.08960597379468,mataura,pf,249.891,100,12,7.41
76.49035230310619,69.97479618349814,yar-sale,ru,271.991,100,92,6.16
-47.53870019896511,-113.74333329493584,rikitea,pf,282.141,98,32,7.91
-57.86645574385627,111.69171266139296,albany,au,274.391,100,68,6.31
44.07162075862979,65.08675002163005,tasbuget,kz,285.941,42,0,5.16
72.38344192681339,-149.900052822175,barrow,us,269.141,98,8,6.31
-18.94498621284339,-138.50241456065984,rikitea,pf,298.741,100,0,2.26
-32.9354017285522,126.3081347698502,esperance,au,289.291,100,0,7.01
-47.70406004032486,-106.57645117882758,castro,cl,280.591,100,92,3.31
13.188041613699738,-148.31995273465662,hilo,us,300.141,99,36,10.41
18.635398428216533,-96.93809685367776,zongolica,mx,291.041,88,24,0.86
-66.33844136695704,135.99527811087654,new norfolk,au,245.441,24,0,1.76
78.94198306427441,40.14825427947207,ostrovnoy,ru,271.041,100,0,7.36
22.934492708595585,20.633977579879712,faya,td,289.291,43,0,1.41
-84.93469428032262,94.52161631411337,albany,au,223.591,0,20,7.01
8.426216146226608,116.65345129609267,balabac,ph,302.541,100,8,2.11
-76.49973408452814,-41.34821202513655,ushuaia,ar,258.741,80,80,19.16
84.72486662104689,158.89075409485076,cherskiy,ru,269.341,100,48,2.31
73.58389320753912,70.59515407576507,yar-sale,ru,270.941,100,76,6.16
-69.67116958342909,-52.80671590903896,ushuaia,ar,258.291,81,56,9.86
50.082550777628455,139.7669035368853,vysokogornyy,ru,300.091,26,0,3.36
-67.41250414709135,160.7750175169321,bluff,nz,258.991,87,8,7.06
-79.07514457478618,40.06387642910829,port alfred,za,218.891,0,24,1.61
65.48759629417214,93.02986778748772,svetlogorsk,ru,274.641,100,92,6.06
-18.393120734047557,122.96340765392125,broome,au,304.641,22,12,5.46
-11.13646509363268,-65.48432120512652,guayaramerin,bo,296.941,87,12,0.86
36.65426774025785,132.42822526974237,izumo,jp,291.841,94,88,4.01
-61.787928562720595,-177.32845379547788,vaini,to,274.641,100,0,11.21
88.27631604456428,42.92265503023131,belushya guba,ru,269.341,100,64,3.61
-28.526406598051736,165.72518109069495,vao,nc,291.791,100,56,3.41
-19.89593359805184,-169.75809972372477,alofi,nu,298.791,100,0,4.96
-89.0352478996148,-85.96326176671111,ushuaia,ar,226.541,0,12,4.46
-6.486452044978577,4.495965285182933,gamba,ga,298.391,100,80,6.01
-22.64106380582693,26.976229416645793,palapye,bw,283.291,66,0,2.86
-37.30553848913159,-16.859093131915472,jamestown,sh,288.791,99,80,13.51
63.98370482514616,61.43978970606952,verkhnyaya inta,ru,278.191,65,48,3.11
-24.238646221722036,127.31501082863218,yulara,au,295.741,25,0,7.86
-29.311787602241722,1.4988382372033016,luderitz,na,291.591,100,56,7.51
-9.388697640583871,96.4147336019414,bengkulu,id,302.041,96,56,5.66
41.48160128092229,-66.83420612021321,yarmouth,ca,285.291,88,0,3.91
-6.562088557425554,-61.43799603175832,manicore,br,297.441,92,0,0.96
49.40437587195561,94.50252025758726,erzin,ru,289.341,41,0,1.76
3.2144405954492754,-13.251156817387766,monrovia,lr,300.241,100,88,4.81
36.20854594741168,45.72932173652825,baneh,ir,290.341,48,88,1.21
58.421576478660114,34.79532244628277,moshenskoye,ru,289.891,47,0,8.26
-28.984743529283314,80.75946983516889,bambous virieux,mu,293.191,100,32,4.66
54.69710056944305,-43.51278981446768,nanortalik,gl,278.541,91,88,10.06
-24.103542072021554,-106.14122352500314,puerto ayora,ec,294.441,100,92,6.96
50.706353738260646,-155.53502324229484,kodiak,us,280.291,97,88,6.81
34.15426000039547,74.98107060881875,srinagar,in,282.241,72,0,0.41
40.47052592954074,140.9164997060381,kazuno,jp,296.23,64,75,2.1
64.48812348219857,16.763233818356014,timra,se,285.141,45,0,2.21
40.98476442777084,-107.72843926108347,craig,us,289.15,51,75,4.6
6.717465513856766,175.28276359368397,butaritari,ki,301.791,100,92,4.56
54.09863959079041,-170.4664664322329,provideniya,ru,279.591,95,76,12.16
-16.57681262234631,-54.89543442650317,rondonopolis,br,296.991,51,88,3.21
-89.34307732631069,174.6072928600572,bluff,nz,225.741,0,12,4.66
-88.94946551196568,-34.16907731005611,ushuaia,ar,228.141,0,24,4.26
-60.96458028885361,-86.22825400566717,punta arenas,cl,275.641,97,88,17.16
